Id,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
1961,F,0.655,0.515,0.18,1.412,0.6195,0.2485,0.49700000000000005,11
3575,M,0.6,0.47,0.15,0.9279999999999999,0.4225,0.183,0.275,8
3631,I,0.295,0.22,0.085,0.1285,0.0585,0.027000000000000003,0.0365,5
703,M,0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105,12
3641,I,0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,9
261,F,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,12
3699,M,0.65,0.525,0.19,1.3685,0.5975,0.29600000000000004,0.4,11
1897,M,0.57,0.415,0.13,0.88,0.4275,0.1955,0.23800000000000002,13
1091,I,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102,6
2196,I,0.37,0.28,0.09,0.233,0.0905,0.0545,0.07,11
1293,I,0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,10
2978,M,0.485,0.365,0.155,1.0290000000000001,0.4235,0.2285,0.313,8
1173,M,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,10
3615,M,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,9
1136,F,0.575,0.46,0.145,0.9945,0.466,0.22899999999999998,0.265,7
1626,F,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21,8
717,I,0.25,0.19,0.06,0.0765,0.036000000000000004,0.0115,0.0245,6
1748,F,0.705,0.545,0.17,1.58,0.6435,0.4565,0.265,11
1025,M,0.645,0.52,0.175,1.636,0.779,0.342,0.43200000000000005,11
384,M,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,10
1554,I,0.41,0.3,0.09,0.304,0.129,0.071,0.0955,8
588,M,0.45,0.335,0.14,0.4625,0.16399999999999998,0.076,0.15,14
2110,I,0.325,0.25,0.055,0.166,0.076,0.051,0.045,5
1854,I,0.495,0.375,0.14,0.494,0.18100000000000002,0.0975,0.191,8
1477,M,0.57,0.445,0.15,0.9875,0.504,0.207,0.249,8
2239,F,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,8
4089,M,0.61,0.365,0.155,1.0765,0.488,0.249,0.27,9
3871,F,0.45,0.36,0.11,0.447,0.203,0.08199999999999999,0.13,12
2552,I,0.31,0.225,0.075,0.155,0.065,0.037000000000000005,0.0365,6
1724,F,0.655,0.505,0.195,1.4405,0.688,0.3805,0.363,11
2992,I,0.595,0.43,0.165,0.9845,0.4525,0.207,0.2725,8
2764,I,0.55,0.465,0.15,0.9359999999999999,0.48100000000000004,0.174,0.2435,9
3394,M,0.62,0.48,0.16,1.0765,0.41200000000000003,0.253,0.3,13
855,F,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,9
3914,I,0.52,0.39,0.14,0.7325,0.2415,0.14400000000000002,0.26,19
2771,F,0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,9
3731,F,0.55,0.415,0.18,1.1655,0.502,0.301,0.311,9
1737,F,0.67,0.55,0.155,1.5659999999999998,0.858,0.33899999999999997,0.354,10
774,M,0.49,0.38,0.14,0.7605,0.245,0.16699999999999998,0.185,10
3826,F,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,10
1785,F,0.535,0.425,0.135,0.7709999999999999,0.3765,0.1815,0.1795,8
3257,M,0.505,0.385,0.11,0.655,0.3185,0.15,0.185,9
1056,I,0.2,0.155,0.04,0.0435,0.0155,0.009000000000000001,0.006999999999999999,4
819,I,0.36,0.3,0.085,0.27,0.1185,0.064,0.0745,7
3571,F,0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259,9
2464,F,0.52,0.405,0.14,0.6915,0.276,0.13699999999999998,0.215,11
3868,F,0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,8
2573,I,0.475,0.355,0.105,0.46799999999999997,0.201,0.1115,0.12,8
3189,M,0.55,0.405,0.15,0.9235,0.41200000000000003,0.2135,0.24,7
1693,I,0.625,0.485,0.15,1.044,0.43799999999999994,0.2865,0.278,9
455,M,0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,11
52,M,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16,10
1656,F,0.6,0.475,0.15,1.13,0.575,0.196,0.305,9
1806,M,0.625,0.49,0.185,1.169,0.5275,0.2535,0.344,11
3415,F,0.56,0.465,0.16,1.0315,0.43200000000000005,0.2025,0.337,9
20,M,0.355,0.28,0.095,0.2455,0.0955,0.062,0.075,11
194,F,0.51,0.4,0.14,0.8145,0.45899999999999996,0.1965,0.195,10
1213,I,0.25,0.19,0.065,0.0835,0.039,0.015,0.025,5
1086,I,0.445,0.335,0.11,0.41100000000000003,0.1985,0.0935,0.109,8
3867,F,0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195,15
1217,I,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,5
4055,F,0.645,0.5,0.15,1.159,0.4675,0.3355,0.31,9
1454,I,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365,6
2396,I,0.625,0.465,0.155,0.972,0.40399999999999997,0.1845,0.35,14
2650,I,0.51,0.395,0.155,0.5395,0.2465,0.1085,0.16699999999999998,8
1756,F,0.725,0.565,0.21,2.1425,1.03,0.48700000000000004,0.503,14
3747,I,0.385,0.29,0.1,0.2575,0.1,0.061,0.086,6
1735,M,0.67,0.52,0.165,1.39,0.711,0.2865,0.3,11
2887,I,0.51,0.4,0.145,0.5775,0.231,0.14300000000000002,0.177,9
2839,F,0.59,0.455,0.15,0.976,0.465,0.2055,0.2765,10
585,I,0.495,0.39,0.125,0.6655,0.284,0.162,0.2,11
360,M,0.605,0.49,0.18,1.227,0.48,0.287,0.35,18
3671,I,0.595,0.47,0.135,0.9365,0.434,0.184,0.287,10
3974,I,0.42,0.32,0.115,0.409,0.2055,0.0935,0.105,8
2762,I,0.55,0.42,0.155,0.912,0.495,0.1805,0.205,9
3684,I,0.62,0.47,0.155,0.966,0.447,0.171,0.284,11
689,M,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,11
4030,I,0.435,0.325,0.1,0.366,0.174,0.0725,0.109,7
1599,I,0.53,0.42,0.13,0.8365,0.3745,0.16699999999999998,0.249,11
468,F,0.68,0.55,0.21,1.7445,0.5975,0.305,0.625,17
1315,I,0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215,9
1147,M,0.58,0.45,0.14,0.9615,0.486,0.1815,0.253,9
1686,M,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,12
1222,I,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,7
1714,F,0.645,0.51,0.19,1.3630000000000002,0.573,0.36200000000000004,0.36,10
3210,M,0.565,0.45,0.14,1.0055,0.3785,0.244,0.265,12
1099,I,0.5,0.375,0.14,0.5495,0.248,0.11199999999999999,0.1585,7
3690,M,0.64,0.5,0.175,1.273,0.5065,0.2925,0.405,13
3708,F,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,9
795,M,0.515,0.405,0.145,0.695,0.215,0.1635,0.23399999999999999,15
2111,I,0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,9
2192,F,0.575,0.485,0.165,1.0405,0.419,0.264,0.3,14
557,F,0.66,0.5,0.165,1.1905,0.4585,0.298,0.37,12
4051,M,0.625,0.5,0.175,1.0565,0.4615,0.258,0.305,10
4149,I,0.28,0.215,0.07,0.124,0.063,0.0215,0.03,6
315,I,0.45,0.355,0.11,0.4585,0.19399999999999998,0.067,0.14,8
1604,M,0.54,0.455,0.14,0.972,0.419,0.255,0.26899999999999996,10
926,I,0.43,0.325,0.09,0.425,0.217,0.087,0.095,7
3077,M,0.685,0.51,0.165,1.545,0.6859999999999999,0.3775,0.4055,10
602,F,0.39,0.3,0.1,0.265,0.1075,0.06,0.0865,13
1103,F,0.505,0.39,0.125,0.5445,0.24600000000000002,0.15,0.1405,7
1592,I,0.525,0.39,0.12,0.664,0.3115,0.147,0.17800000000000002,9
3975,I,0.44,0.33,0.135,0.4095,0.163,0.1005,0.11900000000000001,6
157,M,0.645,0.485,0.215,1.514,0.546,0.2615,0.635,16
2005,I,0.395,0.29,0.095,0.3,0.158,0.068,0.078,7
4171,M,0.56,0.43,0.155,0.8675,0.4,0.172,0.22899999999999998,8
1959,F,0.65,0.51,0.155,1.189,0.483,0.278,0.3645,13
1980,F,0.705,0.535,0.22,1.8659999999999999,0.929,0.3835,0.4395,10
3012,I,0.39,0.3,0.1,0.2665,0.1105,0.059000000000000004,0.084,7
4069,I,0.455,0.335,0.105,0.4055,0.175,0.092,0.1185,8
1648,M,0.59,0.49,0.165,1.207,0.5589999999999999,0.235,0.309,10
4006,M,0.585,0.465,0.15,0.98,0.4315,0.2545,0.247,9
344,F,0.46,0.425,0.155,0.746,0.3005,0.152,0.24,8
4042,F,0.575,0.46,0.165,0.9575,0.4815,0.1945,0.23600000000000002,10
2457,I,0.25,0.185,0.065,0.071,0.027000000000000003,0.0185,0.0225,5
442,F,0.505,0.425,0.14,0.85,0.275,0.1625,0.285,19
3790,F,0.65,0.505,0.175,1.2075,0.5105,0.262,0.39,10
3965,I,0.295,0.22,0.07,0.1365,0.0575,0.0295,0.035,6
1636,M,0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,10
3467,M,0.66,0.525,0.18,1.4780000000000002,0.5815,0.381,0.37200000000000005,10
505,M,0.6,0.47,0.175,1.105,0.4865,0.247,0.315,15
2667,F,0.585,0.45,0.15,0.938,0.467,0.203,0.225,7
18,M,0.365,0.295,0.08,0.2555,0.09699999999999999,0.043,0.1,7
2184,I,0.32,0.235,0.08,0.1485,0.064,0.031,0.045,6
646,M,0.33,0.215,0.075,0.1145,0.045,0.0265,0.035,6
1930,M,0.62,0.49,0.16,1.035,0.44,0.2525,0.285,11
772,M,0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,8
47,F,0.46,0.375,0.12,0.4605,0.1775,0.11,0.15,7
2518,M,0.5,0.4,0.13,0.7715,0.37,0.16,0.21100000000000002,8
1929,M,0.615,0.495,0.2,1.219,0.564,0.22699999999999998,0.3885,10
3535,I,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,9
4075,M,0.545,0.45,0.15,0.7805,0.3795,0.1625,0.21600000000000003,8
1485,F,0.59,0.46,0.145,0.9905,0.45299999999999996,0.2205,0.275,8
3577,M,0.6,0.475,0.23,1.157,0.522,0.2235,0.36,11
3850,F,0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035,7
1773,I,0.465,0.325,0.14,0.7615,0.36200000000000004,0.1535,0.209,10
3103,M,0.645,0.5,0.18,1.4609999999999999,0.5985,0.2425,0.439,11
1637,F,0.575,0.465,0.195,0.9965,0.41700000000000004,0.247,0.47,8
2570,I,0.465,0.355,0.11,0.474,0.23,0.1005,0.12,7
3754,I,0.485,0.37,0.14,0.5065,0.2425,0.08800000000000001,0.1465,8
1045,M,0.69,0.505,0.2,1.8719999999999999,0.893,0.4015,0.48,10
1211,I,0.245,0.205,0.06,0.0765,0.034,0.013999999999999999,0.0215,4
1252,I,0.41,0.335,0.11,0.33,0.157,0.0705,0.17,7
1010,F,0.62,0.51,0.18,1.3315,0.594,0.276,0.38799999999999996,11
2433,F,0.66,0.515,0.18,1.5230000000000001,0.54,0.3365,0.555,16
1627,M,0.57,0.45,0.14,0.795,0.3385,0.14800000000000002,0.245,9
1260,I,0.44,0.34,0.12,0.43799999999999994,0.2115,0.083,0.12,9
1885,I,0.555,0.45,0.175,0.738,0.304,0.1755,0.22,9
128,M,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54,19
3929,F,0.65,0.515,0.215,1.4980000000000002,0.564,0.32299999999999995,0.425,16
1054,I,0.195,0.15,0.045,0.0375,0.018000000000000002,0.006,0.011000000000000001,3
2939,F,0.625,0.49,0.145,0.92,0.43700000000000006,0.1735,0.28,10
1257,I,0.43,0.34,0.0,0.428,0.2065,0.086,0.115,8
1105,F,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,6
1925,F,0.61,0.47,0.165,1.1785,0.5660000000000001,0.2785,0.294,11
3792,F,0.655,0.52,0.175,1.472,0.6275,0.27,0.45,13
2648,M,0.5,0.38,0.12,0.5765,0.273,0.135,0.145,9
3866,F,0.525,0.43,0.165,0.7170000000000001,0.289,0.1745,0.195,10
2055,I,0.465,0.355,0.09,0.4325,0.2005,0.07400000000000001,0.1275,9
1845,I,0.445,0.33,0.11,0.358,0.1525,0.067,0.1185,8
3021,I,0.455,0.355,0.105,0.37200000000000005,0.138,0.0765,0.135,9
1301,I,0.535,0.4,0.135,0.6025,0.2895,0.121,0.154,9
2132,F,0.52,0.41,0.125,0.6985,0.2945,0.1625,0.215,10
2921,F,0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2775,9
4076,I,0.545,0.43,0.14,0.772,0.289,0.19,0.2615,8
2248,M,0.36,0.27,0.09,0.2225,0.083,0.053,0.075,6
2807,M,0.7,0.54,0.205,1.74,0.7885,0.373,0.4865,13
1263,F,0.455,0.365,0.115,0.4305,0.184,0.10800000000000001,0.1245,8
2411,I,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,9
2358,F,0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,20
3911,I,0.355,0.27,0.1,0.21600000000000003,0.083,0.037000000000000005,0.075,10
3659,M,0.545,0.41,0.14,0.737,0.349,0.15,0.212,9
1030,F,0.645,0.515,0.15,1.212,0.515,0.2055,0.385,10
2910,M,0.58,0.445,0.15,0.9525,0.4315,0.1945,0.287,11
4168,F,0.515,0.4,0.125,0.615,0.2865,0.12300000000000001,0.1765,8
1857,I,0.505,0.4,0.145,0.7045,0.33399999999999996,0.1425,0.207,8
1512,F,0.65,0.5,0.16,1.3825,0.7020000000000001,0.304,0.3195,9
1709,M,0.645,0.51,0.19,1.4745,0.605,0.345,0.48,9
354,M,0.635,0.515,0.17,1.275,0.509,0.28600000000000003,0.34,16
1543,I,0.365,0.27,0.085,0.2225,0.0935,0.0525,0.066,7
876,M,0.635,0.51,0.17,1.3555,0.619,0.305,0.39,9
3696,M,0.65,0.525,0.205,1.4275,0.69,0.306,0.4355,13
884,M,0.66,0.52,0.19,1.558,0.755,0.298,0.4,10
490,M,0.59,0.455,0.145,1.073,0.475,0.19,0.285,14
2668,F,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245,8
2369,I,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,12
2490,M,0.44,0.325,0.115,0.39,0.163,0.087,0.113,7
1142,M,0.575,0.445,0.17,1.0225,0.5489999999999999,0.2175,0.228,9
822,I,0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605,7
3225,I,0.44,0.35,0.12,0.375,0.1425,0.0965,0.115,9
665,F,0.395,0.295,0.095,0.2245,0.078,0.054000000000000006,0.08,10
3789,F,0.645,0.51,0.155,1.129,0.5015,0.24,0.342,10
4109,M,0.48,0.365,0.13,0.5305,0.2405,0.127,0.139,8
3542,I,0.455,0.435,0.11,0.4265,0.195,0.09,0.1205,8
139,M,0.375,0.285,0.095,0.253,0.096,0.0575,0.0925,9
2382,I,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,11
2611,M,0.63,0.48,0.165,1.286,0.604,0.271,0.35,8
250,I,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,7
342,M,0.62,0.465,0.185,1.274,0.579,0.3065,0.32,12
2424,M,0.26,0.2,0.065,0.096,0.044000000000000004,0.027000000000000003,0.03,6
792,M,0.47,0.37,0.18,0.51,0.1915,0.1285,0.1625,9
1000,F,0.595,0.45,0.15,1.114,0.5865,0.2205,0.25,11
441,I,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,8
1302,I,0.535,0.415,0.15,0.5765,0.3595,0.135,0.225,8
3771,I,0.575,0.45,0.145,0.795,0.364,0.1505,0.26,10
2964,M,0.67,0.525,0.17,1.4005,0.715,0.3025,0.387,9
916,I,0.385,0.265,0.08,0.251,0.124,0.037000000000000005,0.07,6
43,I,0.205,0.15,0.055,0.042,0.0255,0.015,0.012,5
2373,F,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,12
3603,I,0.42,0.325,0.11,0.325,0.1245,0.0755,0.1025,7
2128,M,0.62,0.51,0.175,1.1505,0.4375,0.2265,0.4,12
2494,M,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,9
270,F,0.64,0.525,0.215,1.7790000000000001,0.4535,0.2855,0.55,22
2857,M,0.665,0.515,0.19,1.6385,0.831,0.3575,0.371,11
511,F,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135,10
475,M,0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,17
532,I,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155,12
1323,I,0.56,0.455,0.145,0.9740000000000001,0.547,0.1615,0.235,9
893,I,0.24,0.175,0.055,0.0705,0.025,0.013999999999999999,0.021,5
267,M,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,8
233,I,0.275,0.215,0.075,0.1155,0.0485,0.028999999999999998,0.035,7
3303,F,0.565,0.45,0.185,0.9285,0.302,0.1805,0.265,12
4086,M,0.59,0.45,0.155,0.8740000000000001,0.369,0.2135,0.24,8
2064,M,0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,8
287,F,0.495,0.4,0.155,0.6445,0.242,0.1325,0.205,17
733,M,0.505,0.38,0.13,0.6559999999999999,0.22699999999999998,0.1785,0.22,13
512,F,0.49,0.38,0.145,0.6725,0.249,0.18100000000000002,0.21,10
810,M,0.505,0.405,0.14,0.875,0.2665,0.174,0.285,12
2734,I,0.42,0.325,0.115,0.314,0.1295,0.0635,0.1,8
3913,I,0.54,0.4,0.145,0.757,0.315,0.18100000000000002,0.215,11
3471,F,0.725,0.58,0.185,1.5230000000000001,0.8045,0.3595,0.4375,9
1679,F,0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335,12
815,I,0.325,0.25,0.08,0.1735,0.0765,0.0345,0.049,7
828,I,0.41,0.325,0.1,0.39399999999999996,0.20800000000000002,0.0655,0.106,6
2480,F,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,13
279,F,0.515,0.425,0.135,0.7120000000000001,0.2665,0.1605,0.25,11
3780,M,0.615,0.48,0.185,1.2205,0.4985,0.315,0.33,10
3670,M,0.59,0.465,0.135,0.9895,0.4235,0.19899999999999998,0.28,8
2302,M,0.46,0.375,0.13,0.5735,0.2505,0.11900000000000001,0.195,9
3677,M,0.605,0.49,0.165,1.1245,0.49200000000000005,0.222,0.3555,11
2079,F,0.62,0.49,0.16,1.056,0.493,0.244,0.2725,9
3985,M,0.63,0.48,0.185,1.21,0.53,0.2555,0.322,11
2575,M,0.5,0.375,0.145,0.6215,0.27399999999999997,0.166,0.1485,7
2281,I,0.485,0.415,0.14,0.5705,0.25,0.134,0.185,8
3262,F,0.595,0.485,0.145,1.2515,0.5035,0.2925,0.33,14
3245,F,0.695,0.55,0.16,1.6365,0.6940000000000001,0.3005,0.44,13
3777,M,0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,9
3250,F,0.435,0.35,0.125,0.45899999999999996,0.19699999999999998,0.1145,0.145,9
3634,I,0.36,0.265,0.085,0.1895,0.0725,0.0515,0.055,6
4059,M,0.515,0.39,0.12,0.6125,0.302,0.1365,0.1415,8
3002,M,0.645,0.505,0.185,1.463,0.5920000000000001,0.3905,0.41600000000000004,10
309,M,0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,10
1827,I,0.34,0.26,0.085,0.1885,0.0815,0.0335,0.06,6
2618,F,0.69,0.545,0.205,1.933,0.7855,0.429,0.498,13
2501,F,0.33,0.26,0.08,0.2,0.0625,0.05,0.07,9
1981,F,0.72,0.575,0.18,1.6705,0.732,0.3605,0.501,12
818,I,0.35,0.25,0.07,0.18,0.0655,0.048,0.054000000000000006,6
2345,F,0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,17
1779,M,0.5,0.37,0.15,1.0615,0.494,0.223,0.29600000000000004,9
3218,F,0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365,14
3960,M,0.69,0.55,0.195,1.777,0.769,0.38,0.4305,11
1539,I,0.355,0.26,0.09,0.1985,0.0715,0.0495,0.057999999999999996,7
1758,M,0.735,0.59,0.215,1.7469999999999999,0.7275,0.40299999999999997,0.557,11
1538,I,0.355,0.27,0.075,0.1775,0.079,0.0315,0.054000000000000006,6
1165,F,0.615,0.465,0.15,0.9229999999999999,0.4615,0.1825,0.2415,9
892,I,0.205,0.14,0.05,0.046,0.0165,0.012,0.0135,6
970,F,0.515,0.43,0.14,0.8340000000000001,0.36700000000000005,0.2,0.23,8
2975,I,0.32,0.215,0.095,0.305,0.14,0.067,0.0885,6
3336,F,0.45,0.35,0.125,0.4435,0.185,0.09,0.145,11
1188,F,0.69,0.54,0.155,1.454,0.624,0.3105,0.39,9
3132,F,0.685,0.53,0.17,1.5105,0.7385,0.3525,0.3725,10
2919,F,0.6,0.48,0.17,1.056,0.4575,0.2435,0.3135,10
3998,I,0.375,0.28,0.08,0.2235,0.115,0.043,0.055,6
2772,M,0.58,0.44,0.175,1.2255,0.5405,0.2705,0.3265,10
77,F,0.6,0.47,0.15,0.922,0.363,0.19399999999999998,0.305,10
1417,M,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,10
262,M,0.53,0.42,0.165,0.8945,0.319,0.239,0.245,11
198,M,0.56,0.45,0.16,0.922,0.43200000000000005,0.17800000000000002,0.26,15
721,M,0.555,0.455,0.16,1.0575,0.3925,0.228,0.293,13
3334,I,0.39,0.3,0.105,0.259,0.0955,0.038,0.085,8
2441,M,0.54,0.415,0.17,0.879,0.33899999999999997,0.20800000000000002,0.255,10
2791,M,0.625,0.5,0.14,1.0959999999999999,0.5445,0.2165,0.295,10
2673,M,0.595,0.47,0.165,1.1079999999999999,0.4915,0.2325,0.3345,9
3213,F,0.555,0.42,0.14,0.868,0.33,0.243,0.21,13
431,M,0.6,0.47,0.155,1.036,0.4375,0.196,0.325,20
3977,I,0.475,0.35,0.12,0.4905,0.2035,0.13,0.135,7
2953,F,0.645,0.52,0.17,1.197,0.526,0.2925,0.317,11
3814,I,0.38,0.275,0.095,0.2425,0.106,0.0485,0.21,6
3791,F,0.65,0.495,0.175,1.227,0.528,0.258,0.37,11
2890,M,0.52,0.465,0.15,0.9505,0.456,0.19899999999999998,0.255,8
106,F,0.545,0.43,0.165,0.802,0.2935,0.183,0.28,11
2133,M,0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,9
1226,I,0.35,0.27,0.075,0.215,0.1,0.036000000000000004,0.065,6
1039,F,0.66,0.475,0.18,1.3695,0.6409999999999999,0.294,0.335,6
513,M,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,6
1725,M,0.66,0.5,0.165,1.3195,0.667,0.26899999999999996,0.341,9
3406,I,0.35,0.28,0.075,0.196,0.08199999999999999,0.04,0.064,8
1678,I,0.62,0.485,0.18,1.1540000000000001,0.4935,0.256,0.315,12
3883,M,0.54,0.425,0.12,0.8170000000000001,0.2945,0.153,0.195,10
3127,F,0.62,0.485,0.155,1.1945,0.5105,0.271,0.35200000000000004,9
633,I,0.47,0.36,0.13,0.5225,0.198,0.1065,0.165,9
3093,F,0.52,0.43,0.15,0.728,0.302,0.1575,0.235,11
1964,F,0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49,10
1339,F,0.58,0.445,0.15,0.858,0.4,0.156,0.253,8
3015,I,0.42,0.32,0.11,0.309,0.115,0.0645,0.0945,6
2740,I,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,8
301,F,0.54,0.435,0.175,0.892,0.322,0.174,0.335,13
3584,M,0.625,0.49,0.165,1.1835,0.517,0.2375,0.39,11
1817,F,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,9
3711,M,0.705,0.55,0.21,1.4385,0.655,0.3255,0.462,11
3613,F,0.61,0.49,0.17,1.3475,0.7045,0.25,0.3045,11
310,F,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,21
2235,M,0.6,0.48,0.175,1.229,0.4125,0.2735,0.415,13
1322,F,0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695,10
2741,I,0.46,0.35,0.1,0.47100000000000003,0.252,0.077,0.12300000000000001,8
2664,F,0.57,0.43,0.16,0.8109999999999999,0.3875,0.159,0.2285,9
4156,M,0.475,0.37,0.11,0.4895,0.2185,0.107,0.146,8
1588,I,0.515,0.39,0.125,0.5705,0.23800000000000002,0.1265,0.185,8
1753,M,0.72,0.57,0.2,1.8275,0.919,0.366,0.485,10
1096,I,0.475,0.35,0.1,0.4545,0.2165,0.111,0.115,7
904,I,0.315,0.23,0.07,0.14400000000000002,0.053,0.0305,0.04,8
642,F,0.59,0.45,0.16,0.9,0.358,0.156,0.315,19
3522,I,0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02,4
3255,I,0.3,0.23,0.075,0.15,0.0605,0.042,0.045,5
3004,F,0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37,11
3430,I,0.325,0.24,0.075,0.152,0.065,0.0305,0.045,6
593,F,0.66,0.52,0.18,1.514,0.526,0.2975,0.42,19
2412,M,0.31,0.245,0.095,0.15,0.0525,0.034,0.048,7
260,F,0.54,0.475,0.155,0.9279999999999999,0.39399999999999996,0.19399999999999998,0.26,11
2535,F,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,11
4084,F,0.575,0.48,0.17,1.1,0.506,0.2485,0.31,10
2849,M,0.63,0.49,0.165,1.2005,0.575,0.273,0.294,10
2450,F,0.42,0.33,0.125,0.46299999999999997,0.18600000000000003,0.11,0.145,10
2488,M,0.5,0.385,0.145,0.7615,0.24600000000000002,0.195,0.204,14
3061,M,0.63,0.495,0.18,1.31,0.495,0.295,0.4695,10
3652,F,0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225,10
4148,M,0.77,0.605,0.175,2.0505,0.8005,0.526,0.355,11
1570,M,0.475,0.36,0.1,0.4285,0.1965,0.099,0.11199999999999999,7
4096,F,0.635,0.5,0.175,1.4769999999999999,0.684,0.3005,0.39,12
1840,I,0.43,0.34,0.1,0.3405,0.1395,0.0665,0.12,8
3618,M,0.63,0.515,0.17,1.385,0.6355,0.2955,0.38,11
2001,I,0.36,0.27,0.085,0.2185,0.1065,0.038,0.062,6
3030,I,0.52,0.395,0.115,0.6445,0.3155,0.1245,0.18600000000000003,11
986,F,0.57,0.455,0.15,1.107,0.54,0.255,0.27,8
2082,F,0.665,0.525,0.21,1.6440000000000001,0.818,0.3395,0.4275,10
3588,M,0.65,0.515,0.185,1.3745,0.75,0.1805,0.369,12
101,M,0.55,0.435,0.145,0.843,0.32799999999999996,0.1915,0.255,15
4037,I,0.54,0.415,0.155,0.7020000000000001,0.322,0.16699999999999998,0.19,10
2043,I,0.395,0.295,0.1,0.293,0.14,0.062,0.08199999999999999,7
1486,F,0.595,0.455,0.16,1.04,0.452,0.2655,0.28800000000000003,9
3532,I,0.38,0.285,0.09,0.2305,0.1005,0.039,0.0775,7
946,F,0.47,0.365,0.12,0.5820000000000001,0.29,0.092,0.146,8
1901,M,0.575,0.435,0.135,0.992,0.43200000000000005,0.2225,0.239,10
1258,I,0.43,0.315,0.095,0.37799999999999995,0.175,0.08,0.1045,8
1683,F,0.62,0.48,0.18,1.2215,0.5820000000000001,0.2695,0.313,12
3129,F,0.63,0.49,0.17,1.2155,0.4625,0.2045,0.3105,10
2158,M,0.56,0.42,0.195,0.8085,0.3025,0.1795,0.285,14
1455,M,0.475,0.37,0.125,0.649,0.34700000000000003,0.136,0.142,8
506,M,0.56,0.46,0.235,0.8395,0.3325,0.157,0.305,12
1453,I,0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175,6
